GroupYSID,Quota,Signed
2014-2-1308-9053,0,13
2014-2-1309-9044,0,12
2014-2-1309-9045,0,42
2014-2-1309-9254,0,15
2014-2-1309-9047,0,15
2014-2-1309-9048,0,31
2014-2-1314-2004,0,13
2014-2-1315-1015,20,9
2014-2-1317-1016,20,14
2014-2-1318-1017,42,42
2014-2-1318-1063,40,29
2014-2-1318-1065,40,21
2014-2-1319-1019,20,20
2014-2-1322-7092,30,24
2014-2-1323-7037,40,29
2014-2-1326-1018,42,42
2014-2-1326-1064,40,29
2014-2-1326-1066,40,21
2014-2-1400-5220,25,24
2014-2-1400-5221,25,22
2014-2-1400-5222,26,26
2014-2-1400-5223,25,25
2014-2-1400-5224,35,27
2014-2-1400-5225,25,25
2014-2-1400-5226,25,25
2014-2-1400-5227,25,23
2014-2-1400-5228,25,24
2014-2-1400-5229,25,21
2014-2-1400-5230,25,25
2014-2-1400-5231,25,24
2014-2-1400-5232,25,22
2014-2-1400-5233,25,23
2014-2-1400-5234,25,7
2014-2-1401-5126,25,25
2014-2-1401-5127,25,25
2014-2-1401-5128,25,23
2014-2-1401-5129,25,25
2014-2-1401-5130,25,23
2014-2-1401-5131,25,25
2014-2-1401-5132,25,25
2014-2-1401-5133,26,26
2014-2-1401-5134,25,24
2014-2-1401-5135,25,24
2014-2-1401-5136,25,20
2014-2-1401-5137,25,25
2014-2-1401-5139,25,22
2014-2-1402-5059,25,25
2014-2-1402-5060,25,23
2014-2-1402-5061,25,21
2014-2-1402-5062,25,23
2014-2-1402-5063,25,24
2014-2-1402-5064,25,23
2014-2-1402-5065,25,24
2014-2-1402-5066,25,17
2014-2-1402-5067,25,15
2014-2-1403-5155,25,25
2014-2-1403-5156,26,26
2014-2-1403-5157,30,27
2014-2-1403-5158,25,12
2014-2-1403-5159,25,24
2014-2-1403-5160,25,25
2014-2-1403-5161,25,25
2014-2-1403-5162,25,17
2014-2-1403-5163,25,23
2014-2-1403-5164,25,25
2014-2-1403-5165,25,24
2014-2-1403-5166,25,24
2014-2-1403-5167,25,25
2014-2-1403-5168,25,12
2014-2-1403-5169,25,13
2014-2-1404-5286,25,25
2014-2-1404-5287,25,24
2014-2-1404-5288,25,24
2014-2-1404-5289,25,24
2014-2-1404-5290,25,25
2014-2-1404-5291,25,23
2014-2-1404-5292,25,25
2014-2-1404-5293,25,24
2014-2-1404-5294,25,23
2014-2-1405-5181,25,20
2014-2-1405-5182,25,21
2014-2-1405-5374,25,25
2014-2-1405-5183,25,24
2014-2-1405-5375,25,25
2014-2-1405-5376,25,24
2014-2-1405-5184,25,24
2014-2-1405-5185,25,24
2014-2-1405-5186,25,24
2014-2-1408-9064,0,101
2014-2-1408-9065,0,52
2014-2-1408-9066,0,20
2014-2-1408-9067,0,15
2014-2-1408-9068,0,39
2014-2-1408-9069,0,113
2014-2-1408-9070,0,70
2014-2-1409-9054,0,68
2014-2-1409-9055,0,55
2014-2-1409-9056,0,65
2014-2-1409-9057,0,48
2014-2-1409-9058,0,17
2014-2-1409-9059,0,71
2014-2-1409-9060,0,9
2014-2-1409-9061,0,35
2014-2-1409-9062,0,16
2014-2-1409-9063,0,4
2014-2-1410-2005,0,16
2014-2-1411-2006,0,4
2014-2-1411-2007,0,7
2014-2-1411-2008,0,5
2014-2-1412-2001,0,14
2014-2-1414-2010,0,16
2014-2-1415-1021,20,16
2014-2-1415-1136,30,14
2014-2-1415-1022,40,40
2014-2-1415-1023,40,39
2014-2-1416-1024,30,24
2014-2-1416-1137,30,14
2014-2-1416-1025,30,30
2014-2-1416-1026,40,40
2014-2-1417-1067,43,43
2014-2-1417-1069,40,40
2014-2-1417-1138,40,13
2014-2-1417-1071,40,25
2014-2-1417-1073,40,7
2014-2-1418-1027,48,48
2014-2-1418-1140,40,14
2014-2-1418-1028,40,26
2014-2-1419-1029,32,30
2014-2-1419-1141,30,14
2014-2-1419-1030,30,30
2014-2-1419-1031,30,18
2014-2-1425-7038,40,25
2014-2-1425-7040,40,40
2014-2-1426-7093,45,39
2014-2-1427-7042,40,42
2014-2-1427-7044,40,38
2014-2-1428-7046,55,43
2014-2-1428-7048,40,35
2014-2-1429-1068,43,43
2014-2-1429-1070,40,40
2014-2-1429-1072,40,25
2014-2-1429-1074,40,7
2014-2-1429-1139,40,13
2014-2-1500-5235,20,17
2014-2-1500-5236,20,19
2014-2-1500-5237,20,19
2014-2-1500-5238,20,20
2014-2-1500-5239,20,20
2014-2-1500-5240,20,19
2014-2-1500-5241,20,16
2014-2-1500-5242,20,20
2014-2-1500-5243,21,21
2014-2-1500-5244,20,20
2014-2-1500-5245,20,18
2014-2-1500-5246,20,20
2014-2-1501-5295,25,19
2014-2-1501-5296,25,17
2014-2-1501-5306,25,25
2014-2-1501-5307,25,25
2014-2-1501-5308,25,25
2014-2-1501-5309,30,27
2014-2-1501-5533,25,24
2014-2-1501-5310,26,26
2014-2-1501-5311,25,21
2014-2-1501-5312,35,26
2014-2-1501-5313,25,23
2014-2-1502-5097,30,29
2014-2-1502-5098,30,30
2014-2-1502-5099,30,29
2014-2-1502-5100,30,29
2014-2-1502-5101,30,30
2014-2-1502-5102,30,30
2014-2-1502-5103,30,29
2014-2-1502-5104,31,31
2014-2-1502-5105,30,21
2014-2-1503-5383,0,4
2014-2-1503-5386,0,3
2014-2-1503-5387,0,9
2014-2-1503-5388,0,8
2014-2-1503-5391,0,9
2014-2-1503-5392,0,4
2014-2-1503-5393,0,8
2014-2-1503-5394,0,12
2014-2-1503-5395,0,6
2014-2-1503-5396,0,0
2014-2-1503-5397,0,6
2014-2-1503-5398,0,11
2014-2-1503-5399,0,7
2014-2-1503-5400,0,4
2014-2-1503-5401,0,7
2014-2-1503-5403,0,9
2014-2-1503-5404,0,7
2014-2-1503-5405,0,15
2014-2-1503-5406,0,6
2014-2-1503-5407,0,20
2014-2-1503-5408,0,6
2014-2-1503-5409,0,6
2014-2-1503-5410,0,12
2014-2-1503-5411,0,10
2014-2-1503-5527,0,0
2014-2-1503-5534,0,5
2014-2-1506-9088,0,42
2014-2-1506-9090,0,38
2014-2-1506-9092,0,66
2014-2-1506-9094,0,39
2014-2-1506-9096,0,31
2014-2-1506-9098,0,27
2014-2-1508-9100,0,58
2014-2-1508-9101,0,13
2014-2-1508-9102,0,25
2014-2-1509-9085,0,23
2014-2-1509-9086,0,106
2014-2-1509-9087,0,30
2014-2-1515-1076,25,21
2014-2-1515-1085,25,12
2014-2-1516-1032,35,31
2014-2-1517-1081,20,10
2014-2-1519-1082,20,8
2014-2-1520-1083,20,17
2014-2-1524-1075,10,2
2014-2-1526-1045,10,8
2014-2-1532-7050,40,39
2014-2-1533-7052,40,15
2014-2-1534-7053,53,53
2014-2-1535-7094,30,11
2014-2-1536-7055,40,28
2014-2-1600-5170,26,26
2014-2-1600-5171,25,25
2014-2-1600-5172,25,24
2014-2-1600-5173,26,26
2014-2-1600-5174,25,21
2014-2-1600-5175,25,24
2014-2-1600-5176,25,22
2014-2-1600-5177,25,23
2014-2-1600-5178,25,17
2014-2-1600-5179,25,24
2014-2-1601-5297,30,30
2014-2-1601-5298,31,31
2014-2-1601-5299,30,30
2014-2-1601-5300,30,28
2014-2-1601-5301,30,30
2014-2-1601-5302,30,27
2014-2-1601-5303,30,28
2014-2-1601-5304,30,22
2014-2-1601-5305,30,16
2014-2-1602-5086,30,30
2014-2-1602-5087,30,30
2014-2-1602-5088,30,29
2014-2-1602-5089,35,30
2014-2-1602-5090,30,25
2014-2-1602-5091,30,30
2014-2-1602-5092,30,30
2014-2-1602-5093,30,23
2014-2-1602-5094,30,25
2014-2-1602-5095,30,19
2014-2-1602-5096,30,23
2014-2-1603-5412,0,4
2014-2-1603-5413,0,0
2014-2-1603-5416,0,2
2014-2-1603-5417,0,7
2014-2-1603-5418,0,9
2014-2-1603-5419,0,11
2014-2-1603-5420,0,8
2014-2-1603-5421,0,6
2014-2-1603-5422,0,2
2014-2-1603-5423,0,4
2014-2-1603-5424,0,4
2014-2-1603-5425,0,2
2014-2-1603-5426,0,12
2014-2-1603-5427,0,4
2014-2-1603-5428,0,6
2014-2-1603-5429,0,3
2014-2-1603-5430,0,0
2014-2-1603-5431,0,2
2014-2-1603-5432,0,3
2014-2-1603-5433,0,2
2014-2-1603-5434,0,13
2014-2-1603-5435,0,11
2014-2-1603-5436,0,7
2014-2-1603-5437,0,3
2014-2-1603-5438,0,12
2014-2-1603-5439,0,10
2014-2-1603-5440,0,8
2014-2-1603-5441,0,0
2014-2-1603-5442,0,20
2014-2-1603-5443,0,3
2014-2-1603-5444,0,6
2014-2-1603-5445,0,4
2014-2-1603-5446,0,3
2014-2-1603-5528,0,12
2014-2-1603-5529,0,3
2014-2-1605-9260,0,25
2014-2-1606-9204,0,35
2014-2-1608-9120,0,65
2014-2-1608-9121,0,43
2014-2-1608-9122,0,58
2014-2-1608-9123,0,22
2014-2-1608-9124,0,32
2014-2-1608-9125,0,16
2014-2-1609-9104,0,56
2014-2-1609-9106,0,24
2014-2-1609-9243,0,128
2014-2-1609-9108,0,53
2014-2-1609-9110,0,38
2014-2-1609-9112,0,31
2014-2-1610-2011,0,6
2014-2-1611-2012,0,5
2014-2-1612-2013,0,5
2014-2-1613-9126,0,27
2014-2-1613-9128,0,64
2014-2-1613-9130,0,45
2014-2-1613-9132,0,57
2014-2-1613-9134,0,30
2014-2-1613-9136,0,73
2014-2-1613-9138,0,45
2014-2-1614-2014,0,5
2014-2-1615-2015,0,7
2014-2-1616-1034,35,32
2014-2-1616-1146,33,6
2014-2-1617-1035,12,5
2014-2-1618-1036,12,9
2014-2-1619-1037,10,7
2014-2-1620-1038,50,37
2014-2-1620-1142,50,7
2014-2-1621-1039,20,16
2014-2-1621-1147,20,6
2014-2-1623-1040,30,18
2014-2-1623-1148,30,7
2014-2-1624-1041,15,14
2014-2-1625-1042,20,17
2014-2-1625-1143,12,1
2014-2-1625-1043,20,18
2014-2-1626-1044,10,9
2014-2-1627-1046,35,34
2014-2-1627-1144,35,1
2014-2-1628-1048,25,21
2014-2-1628-1145,20,1
2014-2-1700-5447,0,4
2014-2-1700-5448,0,4
2014-2-1700-5449,0,0
2014-2-1700-5450,0,2
2014-2-1700-5451,0,3
2014-2-1700-5452,0,0
2014-2-1700-5453,0,4
2014-2-1700-5454,0,5
2014-2-1700-5456,0,0
2014-2-1700-5457,0,2
2014-2-1700-5458,0,9
2014-2-1700-5459,0,4
2014-2-1700-5460,0,4
2014-2-1700-5461,0,5
2014-2-1700-5462,0,9
2014-2-1700-5463,0,4
2014-2-1700-5464,0,5
2014-2-1700-5465,0,3
2014-2-1700-5466,0,5
2014-2-1700-5467,0,2
2014-2-1700-5468,0,6
2014-2-1700-5469,0,6
2014-2-1700-5470,0,3
2014-2-1700-5471,0,2
2014-2-1700-5472,0,7
2014-2-1700-5473,0,3
2014-2-1700-5474,0,9
2014-2-1700-5475,0,0
2014-2-1700-5476,0,14
2014-2-1700-5477,0,7
2014-2-1700-5478,0,2
2014-2-1700-5479,0,10
2014-2-1700-5480,0,0
2014-2-1700-5481,0,5
2014-2-1702-2025,0,0
2014-2-1702-2026,0,0
2014-2-1705-9213,0,10
2014-2-1705-9214,0,61
2014-2-1705-9215,0,19
2014-2-1706-9194,0,12
2014-2-1706-9196,0,11
2014-2-1707-9140,0,61
2014-2-1707-9142,0,15
2014-2-1707-9144,0,62
2014-2-1707-9262,0,10
2014-2-1707-9146,0,55
2014-2-1707-9148,0,23
2014-2-1707-9150,0,39
2014-2-1708-9160,0,48
2014-2-1708-9161,0,34
2014-2-1708-9162,0,58
2014-2-1708-9163,0,26
2014-2-1709-9152,0,53
2014-2-1709-9153,0,33
2014-2-1709-9154,0,59
2014-2-1709-9155,0,26
2014-2-1709-9156,0,39
2014-2-1710-9198,0,8
2014-2-1710-9200,0,5
2014-2-1712-9157,0,39
2014-2-1712-9158,0,86
2014-2-1712-9159,0,36
2014-2-1714-9220,0,53
2014-2-1714-9221,0,4
2014-2-1719-1084,10,8
2014-2-1724-1047,12,7
2014-2-1725-1110,0,0
2014-2-1726-1107,0,2
2014-2-1726-1108,0,0
2014-2-1727-1116,0,2
2014-2-1727-1156,0,2
2014-2-1729-1114,0,0
2014-2-1800-5482,0,3
2014-2-1800-5483,0,0
2014-2-1800-5484,0,6
2014-2-1800-5485,0,7
2014-2-1800-5486,0,4
2014-2-1800-5487,26,2
2014-2-1800-5488,0,6
2014-2-1800-5489,0,6
2014-2-1800-5490,0,5
2014-2-1800-5491,0,2
2014-2-1800-5492,0,6
2014-2-1800-5493,0,6
2014-2-1800-5494,0,4
2014-2-1800-5495,0,7
2014-2-1800-5496,0,8
2014-2-1800-5497,0,5
2014-2-1800-5498,0,4
2014-2-1800-5499,0,13
2014-2-1800-5500,0,2
2014-2-1800-5502,0,7
2014-2-1800-5503,0,6
2014-2-1800-5504,0,0
2014-2-1800-5505,0,3
2014-2-1800-5506,0,3
2014-2-1800-5507,0,13
2014-2-1800-5508,0,12
2014-2-1800-5509,0,4
2014-2-1800-5510,0,7
2014-2-1800-5511,0,0
2014-2-1800-5512,0,3
2014-2-1800-5513,0,4
2014-2-1800-5514,0,12
2014-2-1800-5515,0,8
2014-2-1800-5516,0,0
2014-2-1800-5517,0,11
2014-2-1800-5518,0,8
2014-2-1800-5519,0,5
2014-2-1800-5520,0,0
2014-2-1800-5521,0,7
2014-2-1800-5522,0,6
2014-2-1800-5523,0,0
2014-2-1800-5524,0,3
2014-2-1800-5525,0,4
2014-2-1800-5526,0,4
2014-2-1800-5535,0,4
2014-2-1801-9164,0,52
2014-2-1801-9165,0,70
2014-2-1801-9241,0,34
2014-2-1801-9167,0,49
2014-2-1802-2016,0,0
2014-2-1802-2017,0,0
2014-2-1802-2018,0,0
2014-2-1802-2019,0,3
2014-2-1805-9191,0,24
2014-2-1806-9193,0,22
2014-2-1807-9174,0,45
2014-2-1807-9175,0,13
2014-2-1807-9176,0,106
2014-2-1807-9258,0,14
2014-2-1807-9257,0,48
2014-2-1808-9168,0,25
2014-2-1808-9169,0,11
2014-2-1808-9170,0,79
2014-2-1808-9171,0,69
2014-2-1808-9172,0,34
2014-2-1808-9173,0,34
2014-2-1810-9203,0,74
2014-2-1813-9209,0,4
2014-2-1813-9210,0,46
2014-2-1813-9240,0,10
2014-2-1815-9186,0,9
2014-2-1815-9187,0,7
2014-2-1817-9178,0,9
2014-2-1817-9179,0,5
2014-2-1819-1033,35,35
2014-2-1820-1155,0,0
2014-2-1820-1157,0,0
2014-2-1821-1118,0,0
2014-2-1821-1119,0,3
2014-2-1821-1120,0,0
2014-2-1821-1121,0,0
2014-2-1822-1154,0,0
2014-2-1823-1127,0,0
2014-2-1823-1128,0,0
2014-2-1824-1122,0,2
2014-2-1824-1123,0,0
2014-2-1824-1124,0,0
2014-2-1824-1125,0,0
2014-2-1824-1126,0,0
2014-2-1824-1151,0,0
2014-2-1824-1153,0,3
2014-2-1827-7057,30,10
2014-2-1828-7059,30,21
2014-2-1829-7095,30,16
2014-2-2002-8175,0,5
2014-2-2004-8209,0,8
2014-2-2004-8210,0,4
2014-2-2005-8211,0,15
2014-2-2007-8197,0,11
2014-2-2013-8207,0,6
2014-2-2014-8193,0,6
2014-2-2020-8213,0,5
2014-2-2020-8214,0,6
2014-2-2021-8215,0,7
2014-2-2021-8254,0,5
2014-2-2024-8179,0,17
2014-2-2029-8189,0,7
2014-2-2030-8172,0,9
2014-2-2036-8241,0,16
2014-2-2037-8228,0,10
2014-2-2037-8229,0,14
2014-2-2037-8230,0,10
2014-2-2038-8231,0,11
2014-2-2038-8255,0,10
2014-2-2039-8233,0,7
2014-2-2040-8184,0,23
2014-2-2042-8188,0,17
2014-2-2045-8234,0,7
2014-2-2045-8252,0,3
2014-2-2048-8239,0,10
2014-2-2051-8192,0,18
2014-2-2052-8180,0,8
2014-2-2053-8205,0,12
2014-2-2055-8227,0,5
2014-2-2060-8251,0,4
2014-2-2073-8203,0,8
2014-2-2074-8220,0,3
2014-2-2074-8221,0,33
2014-2-2076-8222,0,9
2014-2-2077-8196,0,20
2014-2-2078-8200,0,7
2014-2-2081-8235,0,10
2014-2-2082-8237,0,7
2014-2-2083-8238,0,10
2014-2-2084-8191,0,38
2014-2-2087-8183,0,21
2014-2-2088-8223,0,6
2014-2-2088-8225,0,5
2014-2-2089-8226,0,8
2014-3-0392-2028,0,4
2014-3-0469-1186,0,7
2014-3-0584-8273,0,30
2014-3-0618-1187,0,0
2014-3-0716-8275,0,23
2014-3-0718-8274,0,24
2014-3-0830-8276,0,12
2014-3-1101-5561,0,27
2014-3-1103-5562,0,34
2014-3-1104-5563,0,17
2014-3-1119-1183,0,16
2014-3-1124-7105,0,16
2014-3-1200-5564,0,0
2014-3-1201-5565,0,20
2014-3-1223-7106,0,16
2014-3-1300-5566,0,26
2014-3-1300-5567,0,27
2014-3-1303-5568,0,14
2014-3-1319-1184,0,22
2014-3-1322-7107,0,13
2014-3-1426-7108,0,22
2014-3-1500-5571,0,18
2014-3-1502-5570,0,21
2014-3-1535-7109,0,16
2014-3-1600-5572,0,22
2014-3-1602-5569,0,27
2014-3-1818-1185,0,6
2014-3-2082-8277,0,10
2014-4-0170-8273,0,4
2014-4-0217-8269,0,39
2014-4-0228-8264,0,5
2014-4-0310-8270,0,17
2014-4-0311-8274,0,17
2014-4-0583-8267,0,22
2014-4-0610-8268,0,39
2014-4-0716-8265,0,23
2014-4-0718-8271,0,35
2014-4-0830-8266,0,12
2014-4-1101-5910,0,18
2014-4-1203-5911,0,27
2014-4-1218-1147,0,10
2014-4-1223-7186,0,13
2014-4-1300-5912,0,25
2014-4-1300-5913,0,26
2014-4-1304-5914,0,25
2014-4-1319-1146,0,20
2014-4-1322-7187,0,13
2014-4-1400-5915,0,24
2014-4-1401-5916,0,20
2014-4-1403-5917,0,21
2014-4-1500-5918,0,20
2014-4-1527-1145,0,12
2014-4-1600-5919,0,24
2014-4-1601-5920,0,30
2015-1-0001-4172,0,27
2015-1-0001-4173,0,28
2015-1-0001-4174,0,35
2015-1-0001-4175,0,45
2015-1-0001-4176,0,35
2015-1-0001-4177,0,18
2015-1-0001-4178,0,25
2015-1-0002-4203,0,9
2015-1-0002-4204,0,20
2015-1-0003-4205,0,12
2015-1-0003-4206,0,17
2015-1-0003-4207,0,13
2015-1-0003-4336,0,6
2015-1-0004-4208,0,7
2015-1-0005-4106,0,52
2015-1-0005-4107,0,113
2015-1-0005-4108,0,42
2015-1-0005-4109,0,69
2015-1-0005-4110,0,68
2015-1-0005-4111,0,57
2015-1-0005-4112,0,87
2015-1-0005-4113,0,35
2015-1-0005-4114,0,66
2015-1-0005-4115,0,21
2015-1-0005-4116,0,50
2015-1-0005-4117,0,18
2015-1-0005-4118,0,20
2015-1-0005-4119,0,86
2015-1-0005-4120,0,65
2015-1-0005-4347,0,38
2015-1-0005-4121,0,56
2015-1-0005-4122,0,28
2015-1-0005-4123,0,38
2015-1-0005-4124,0,53
2015-1-0005-4125,0,79
2015-1-0005-4127,0,62
2015-1-0006-4146,0,55
2015-1-0006-4147,0,25
2015-1-0006-4148,0,39
2015-1-0006-4149,0,26
2015-1-0006-4150,0,62
2015-1-0007-4000,0,98
2015-1-0007-4001,0,36
2015-1-0007-4002,0,32
2015-1-0007-4003,0,49
2015-1-0007-4004,0,46
2015-1-0007-4005,0,36
2015-1-0007-4006,0,70
2015-1-0007-4007,0,58
2015-1-0007-4008,0,55
2015-1-0007-4009,0,64
2015-1-0007-4010,0,51
2015-1-0007-4011,0,63
2015-1-0007-4012,0,66
2015-1-0007-4013,0,57
2015-1-0007-4014,0,55
2015-1-0007-4015,0,38
2015-1-0007-4016,0,50
2015-1-0007-4017,0,46
2015-1-0007-4018,0,34
2015-1-0007-4019,0,47
2015-1-0007-4020,0,32
2015-1-0008-4080,0,17
2015-1-0008-4081,0,31
2015-1-0008-4082,0,60
2015-1-0008-4083,0,25
2015-1-0008-4084,0,66
2015-1-0008-4086,0,45
2015-1-0008-4087,0,42
2015-1-0008-4088,0,18
2015-1-0009-4179,0,46
2015-1-0009-4180,0,55
2015-1-0009-4181,0,54
2015-1-0009-4182,0,92
2015-1-0009-4183,0,49
2015-1-0009-4184,0,178
2015-1-0009-4185,0,118
2015-1-0009-4186,0,85
2015-1-0009-4187,0,20
2015-1-0009-4188,0,39
2015-1-0010-4200,0,24
2015-1-0010-4318,0,42
2015-1-0010-4201,0,20
2015-1-0010-4329,0,23
2015-1-0011-4210,0,16
2015-1-0011-4211,0,8
2015-1-0011-4212,0,14
2015-1-0011-4213,0,8
2015-1-0014-4202,0,5
2015-1-0026-4209,0,17
2015-1-0036-9158,0,30
2015-1-0036-9160,0,73
2015-1-0036-9162,0,51
2015-1-0036-9164,0,33
2015-1-0036-9166,0,7
2015-1-0036-9168,0,11
2015-1-0036-9170,0,11
2015-1-0036-9172,0,31
2015-1-0036-9174,0,28
2015-1-0059-7217,0,4
2015-1-0060-7173,30,11
2015-1-0061-7117,30,5
2015-1-0062-7118,20,14
2015-1-0062-7119,16,11
2015-1-0063-7164,20,9
2015-1-0063-7222,0,12
2015-1-0065-5781,25,21
2015-1-0066-5744,16,19
2015-1-0067-5924,25,11
2015-1-0068-5773,25,21
2015-1-0069-5756,60,55
2015-1-0069-5757,60,55
2015-1-0077-9257,0,29
2015-1-0078-9212,0,6
2015-1-0079-5735,25,14
2015-1-0079-5736,25,25
2015-1-0083-4344,0,13
2015-1-0083-4346,0,10
2015-1-0085-4215,0,18
2015-1-0091-4021,0,81
2015-1-0091-4022,0,56
2015-1-0091-4023,0,62
2015-1-0091-4024,0,62
2015-1-0091-4025,0,67
2015-1-0091-4026,0,64
2015-1-0091-4027,0,56
2015-1-0091-4028,0,54
2015-1-0091-4029,0,70
2015-1-0091-4030,0,63
2015-1-0091-4031,0,64
2015-1-0091-4032,0,61
2015-1-0091-4033,0,79
2015-1-0091-4034,0,68
2015-1-0091-4035,0,79
2015-1-0091-4036,0,62
2015-1-0091-4037,0,57
2015-1-0091-4038,0,74
2015-1-0091-4039,0,65
2015-1-0091-4040,0,65
2015-1-0091-4041,0,64
2015-1-0091-4042,0,50
2015-1-0091-4043,0,53
2015-1-0091-4044,0,43
2015-1-0091-4045,0,47
2015-1-0091-4046,0,10
2015-1-0091-4321,0,9
2015-1-0091-4047,0,31
2015-1-0092-4089,0,124
2015-1-0092-4090,0,24
2015-1-0092-4091,0,118
2015-1-0092-4092,0,47
2015-1-0092-4093,0,96
2015-1-0092-4094,0,17
2015-1-0092-4095,0,41
2015-1-0092-4096,0,28
2015-1-0092-4097,0,31
2015-1-0093-4128,0,26
2015-1-0093-4129,0,23
2015-1-0093-4130,0,56
2015-1-0093-4131,0,62
2015-1-0093-4132,0,43
2015-1-0093-4134,0,105
2015-1-0093-4135,0,55
2015-1-0093-4136,0,61
2015-1-0093-4137,0,109
2015-1-0093-4138,0,139
2015-1-0093-4139,0,63
2015-1-0093-4140,0,42
2015-1-0093-4141,0,72
2015-1-0093-4142,0,10
2015-1-0093-4143,0,31
2015-1-0093-4144,0,22
2015-1-0093-4340,0,9
2015-1-0093-4145,0,35
2015-1-0094-4151,0,24
2015-1-0094-4152,0,38
2015-1-0094-4153,0,18
2015-1-0094-4154,0,63
2015-1-0094-4155,0,85
2015-1-0094-4156,0,58
2015-1-0094-4157,0,28
2015-1-0094-4158,0,16
2015-1-0094-4159,0,76
2015-1-0099-5833,25,23
2015-1-0100-8309,0,32
2015-1-0100-8000,0,56
2015-1-0100-8001,0,65
2015-1-0100-8002,0,60
2015-1-0100-8003,0,40
2015-1-0100-8004,0,81
2015-1-0100-8005,0,54
2015-1-0100-8006,0,65
2015-1-0100-8007,0,52
2015-1-0101-5824,25,19
2015-1-0102-8008,26,25
2015-1-0102-8009,29,29
2015-1-0102-8010,25,23
2015-1-0102-8011,25,22
2015-1-0102-8012,30,25
2015-1-0102-8013,27,27
2015-1-0102-8014,50,45
2015-1-0102-8015,25,22
2015-1-0102-8016,25,21
2015-1-0102-8017,25,19
2015-1-0102-8018,25,28
2015-1-0102-8019,25,24
2015-1-0102-8020,25,19
2015-1-0102-8021,30,29
2015-1-0102-8022,25,23
2015-1-0102-8023,25,24
2015-1-0103-5768,25,8
2015-1-0104-8024,0,22
2015-1-0104-8025,0,36
2015-1-0104-8026,0,23
2015-1-0104-8027,0,24
2015-1-0104-8028,0,29
2015-1-0104-8029,0,26
2015-1-0104-8030,0,37
2015-1-0104-8031,0,47
2015-1-0104-8032,0,23
2015-1-0104-8033,0,19
2015-1-0104-8034,0,21
2015-1-0104-8035,0,30
2015-1-0104-8036,0,23
2015-1-0104-8037,0,24
2015-1-0104-8038,0,27
2015-1-0104-8039,0,24
2015-1-0105-5786,25,25
2015-1-0109-5750,25,10
2015-1-0110-5785,25,21
2015-1-0115-5925,25,20
2015-1-0118-9015,0,14
2015-1-0118-9017,0,18
2015-1-0118-9019,0,13
2015-1-0118-9021,0,56
2015-1-0118-9023,0,42
2015-1-0118-9025,0,14
2015-1-0118-9027,0,24
2015-1-0129-5746,20,13
2015-1-0132-5829,25,6
2015-1-0135-5748,25,10
2015-1-0136-5772,25,6
2015-1-0137-5828,25,21
2015-1-0141-5765,12,12
2015-1-0143-9216,0,52
2015-1-0143-9217,0,22
2015-1-0145-8199,0,21
2015-1-0152-8223,0,18
2015-1-0153-8231,0,17
2015-1-0153-8232,0,13
2015-1-0155-8218,0,7
2015-1-0156-8201,0,13
2015-1-0158-8238,0,8
2015-1-0162-4160,0,73
2015-1-0162-4161,0,114
2015-1-0162-4162,0,45
2015-1-0162-4163,0,28
2015-1-0162-4164,0,18
2015-1-0162-4165,0,21
2015-1-0162-4166,0,33
2015-1-0162-4167,0,43
2015-1-0162-4327,0,44
2015-1-0162-4168,0,103
2015-1-0162-4169,0,18
2015-1-0162-4170,0,10
2015-1-0162-4171,0,27
2015-1-0162-4320,0,13
2015-1-0163-4219,0,19
2015-1-0163-4220,0,9
2015-1-0163-4221,0,10
2015-1-0163-4337,0,18
2015-1-0164-4222,0,4
2015-1-0165-4224,0,49
2015-1-0182-5162,25,18
2015-1-0183-4225,0,8
2015-1-0187-5731,20,18
2015-1-0188-5738,20,16
2015-1-0189-5782,25,24
2015-1-0190-5740,25,23
2015-1-0191-5001,25,27
2015-1-0193-5741,25,19
2015-1-0195-5827,25,19
2015-1-0196-5840,25,22
2015-1-0198-5784,25,22
2015-1-0217-4229,0,11
2015-1-0217-8116,0,21
2015-1-0217-8118,0,26
2015-1-0217-8120,0,12
2015-1-0217-8122,0,43
2015-1-0217-8124,0,40
2015-1-0224-7131,43,41
2015-1-0224-7133,55,50
2015-1-0224-7135,50,42
2015-1-0224-7137,40,34
2015-1-0224-7139,40,19
2015-1-0225-5758,25,19
2015-1-0226-5774,25,24
2015-1-0227-8040,18,15
2015-1-0227-8041,18,16
2015-1-0227-8042,18,10
2015-1-0227-8043,18,14
2015-1-0227-8044,18,9
2015-1-0227-8045,24,20
2015-1-0227-8046,18,9
2015-1-0228-8047,0,49
2015-1-0228-8048,0,34
2015-1-0228-8050,0,16
2015-1-0228-8051,0,35
2015-1-0228-8052,0,48
2015-1-0228-8053,0,8
2015-1-0228-8054,0,17
2015-1-0229-5923,25,7
2015-1-0230-5921,25,22
2015-1-0231-5764,20,19
2015-1-0232-5837,25,24
2015-1-0233-5771,25,25
2015-1-0234-5749,25,10
2015-1-0235-5834,25,22
2015-1-0236-5836,25,26
2015-1-0242-4230,0,11
2015-1-0242-4231,0,10
2015-1-0244-4048,0,65
2015-1-0244-4049,0,69
2015-1-0244-4050,0,58
2015-1-0244-4051,0,116
2015-1-0244-4052,0,73
2015-1-0244-4053,0,57
2015-1-0244-4054,0,55
2015-1-0244-4055,0,54
2015-1-0244-4056,0,47
