ID,Appointment,SimpAppointment
33024,Profesor de Asignatura ,PA
33027,Técnico Académico Titular ,Tec
33028,Profesor de Asignatura ,PA
33029,Profesor de Carrera Titular ,PTC
33030,Investigador de Carrera Titular ,Inv
33031,Profesora de Asignatura ,PA
33035,Investigadora de Carrera Titular ,Inv
33036,Profesora de Asignatura ,PA
33038,Profesora de Carrera Titular ,PTC
33039,Investigador de Carrera Titular ,Inv
33042,Profesora de Carrera Titular ,PTC
33045,Profesora de Asignatura ,PA
33046,Profesora de Asignatura ,PA
33047,Profesor de Asignatura ,PA
33048,Ayudante de Profesora de Asignatura ,Ayud
33051,Profesor de Asignatura ,PA
33052,Investigador de Carrera Titular ,Inv
33053,Profesor de Asignatura ,PA
33054,Profesor de Asignatura ,PA
33057,Profesor de Asignatura ,PA
33058,Profesor de Asignatura ,PA
33059,Profesor de Asignatura ,PA
33060,Investigador de Carrera Titular ,Inv
33061,Profesora de Asignatura ,PA
33062,Profesor de Carrera Titular ,PTC
33063,Profesor de Asignatura ,PA
33064,Profesor de Asignatura ,PA
33066,Profesor de Asignatura ,PA
33067,Profesor de Asignatura ,PA
33069,Investigadora de Carrera Titular ,Inv
33070,Investigador de Carrera Titular ,Inv
33071,Profesor de Asignatura ,PA
33072,Profesora de Asignatura ,PA
33074,Profesor de Asignatura ,PA
33075,Profesora de Asignatura ,PA
33076,Investigador de Carrera Titular ,Inv
33077,Profesor de Asignatura ,PA
33079,Ayudante de Profesor de Asignatura ,Ayud
33080,Ayudante de Profesor de Asignatura ,Ayud
33081,Profesor de Asignatura ,PA
33082,Profesora de Carrera Asociado ,PTC
33085,Profesora de Carrera Asociado ,PTC
33086,Profesora de Asignatura ,PA
33087,Profesora de Asignatura ,PA
33088,Profesor de Carrera Titular ,PTC
33089,Investigadora de Carrera Titular ,Inv
33091,Investigadora de Carrera Titular ,Inv
33092,Técnico Académico Asociado ,Tec
33093,Profesor de Asignatura ,PA
33094,Profesor de Asignatura ,PA
33096,Profesora de Carrera Titular ,PTC
33097,Profesor de Asignatura ,PA
33100,Investigador de Carrera Titular ,Inv
33101,Profesor de Asignatura ,PA
33103,Investigadora de Carrera Titular ,Inv
33104,Profesor de Asignatura ,PA
33106,Profesor de Asignatura ,PA
33107,Ayudante de Profesor de Asignatura ,Ayud
33108,Profesora de Asignatura ,PA
33109,Profesor de Asignatura ,PA
33111,Investigador de Carrera Titular ,Inv
33112,Profesora de Asignatura ,PA
33113,Profesor de Asignatura ,PA
33114,Ayudante de Profesor de Asignatura ,Ayud
33115,Profesora de Asignatura ,PA
33116,Profesora de Asignatura ,PA
33119,Profesor de Asignatura ,PA
33120,Profesora de Asignatura ,PA
33121,Investigador de Carrera Titular ,Inv
33122,Profesora de Asignatura ,PA
33124,Técnico Académico Asociado ,Tec
33126,Ayudante de Profesor de Asignatura ,Ayud
33128,Técnica Académica Titular ,Tec
33129,Profesor de Asignatura ,PA
33131,Ayudante de Profesora de Asignatura ,Ayud
33132,Investigador de Carrera Titular ,Inv
33133,Profesor de Asignatura ,PA
33134,Profesor de Asignatura ,PA
33135,Profesor de Asignatura ,PA
33136,Profesor de Carrera Asociado ,PTC
33137,Técnico Académico Titular ,Tec
33138,Profesor de Asignatura ,PA
33139,Ayudante de Profesor de Asignatura ,Ayud
33140,Personal Jubilado ,ND
33141,Ayudante de Profesora de Asignatura ,Ayud
33143,Ayudante de Profesor de Asignatura ,Ayud
33147,Profesora de Asignatura ,PA
33149,Técnico Académico Asociado ,Tec
33151,Profesor de Asignatura ,PA
33152,Ayudante de Profesor de Asignatura ,Ayud
33153,Profesor de Asignatura ,PA
33154,Profesor de Asignatura ,PA
33155,Ayudante de Profesora de Asignatura ,Ayud
33156,Profesora de Asignatura ,PA
33157,Profesor de Asignatura ,PA
33158,Investigador de Carrera Titular ,Inv
33160,Profesor de Asignatura ,PA
33161,Investigador de Carrera Titular ,Inv
33162,Investigador de Carrera Titular ,Inv
33163,Profesora de Asignatura ,PA
33164,Profesor de Asignatura ,PA
33165,Profesor de Carrera Titular ,PTC
33166,Ayudante de Profesora de Asignatura ,Ayud
33167,Investigador de Carrera Titular ,Inv
33168,,ND
33170,Ayudante de Profesora de Asignatura ,Ayud
33171,Profesora de Asignatura ,PA
33172,Técnica Académica Titular ,Tec
33173,Profesora de Asignatura ,PA
33174,Profesora de Asignatura ,PA
33175,Investigadora de Carrera Titular ,Inv
33176,Investigador de Carrera Titular ,Inv
33177,Ayudante de Profesora de Asignatura ,Ayud
33178,Profesor de Asignatura ,PA
33180,Profesora de Carrera Titular ,PTC
33181,Profesor de Asignatura ,PA
33182,Investigador de Carrera Titular ,Inv
33183,Profesora de Asignatura ,PA
33184,Investigador de Carrera Titular ,Inv
33185,Profesora de Asignatura ,PA
33186,Profesora de Carrera Titular ,PTC
33187,Profesora de Carrera Titular ,PTC
33188,Investigador de Carrera Titular ,Inv
33189,Investigadora de Carrera Titular ,Inv
33190,Ayudante de Profesor de Asignatura ,Ayud
33191,Investigador Emérit,Inv
33192,Profesor de Carrera Titular ,PTC
33193,Profesora de Asignatura ,PA
33194,Investigador de Carrera Titular ,Inv
33195,Profesor de Asignatura ,PA
33196,Profesor de Asignatura ,PA
33197,Investigador de Carrera Titular ,Inv
33198,Profesor de Asignatura ,PA
33199,Profesor de Carrera Titular ,PTC
33200,Profesora de Asignatura ,PA
33203,Profesora de Asignatura ,PA
33204,Técnico Académico Titular ,Tec
33205,Profesora de Asignatura ,PA
33206,Profesor de Asignatura ,PA
33207,Investigador de Carrera Titular ,Inv
33210,Profesora de Asignatura ,PA
33211,Ayudante de Profesor de Asignatura ,Ayud
33213,Investigador de Carrera Titular ,Inv
33215,Profesor de Asignatura ,PA
33216,Profesor de Asignatura ,PA
33217,Profesora de Asignatura ,PA
33218,Profesor de Asignatura ,PA
33220,Ayudante de Profesor de Asignatura ,Ayud
33221,Profesor de Carrera Titular ,PTC
33222,Profesora de Carrera Titular ,PTC
33223,Técnico Académico Titular ,Tec
33224,Profesora de Asignatura ,PA
33225,Profesor de Asignatura ,PA
33227,Técnica Académica Titular ,Tec
33229,Profesora de Carrera Titular ,PTC
33230,Profesor de Asignatura ,PA
33231,Investigadora de Carrera Titular ,Inv
33232,Profesor de Asignatura ,PA
33233,Profesora de Asignatura ,PA
33235,Profesor de Asignatura ,PA
33236,Investigadora de Carrera Titular ,Inv
33237,Ayudante de Profesor de Asignatura ,Ayud
33238,Investigador de Carrera Titular ,Inv
33239,Profesor de Carrera Titular ,PTC
33240,Profesor de Asignatura ,PA
33241,Profesor de Asignatura ,PA
33243,Profesor de Asignatura ,PA
33245,Profesor de Carrera Asociado ,PTC
33247,Técnico Académico Asociado ,Tec
33248,Profesor de Carrera Titular ,PTC
33249,Investigadora de Carrera Titular ,Inv
33250,Profesora de Asignatura ,PA
33253,Profesor de Asignatura ,PA
33254,Profesora de Asignatura ,PA
33255,Ayudante de Profesor de Asignatura ,Ayud
33256,Profesora de Asignatura ,PA
33257,Profesor de Asignatura ,PA
33258,Investigador Emérit,Inv
33259,Profesora de Asignatura ,PA
33260,Profesor de Asignatura ,PA
33261,Investigadora de Carrera Titular ,Inv
33263,Profesor de Asignatura ,PA
33265,Profesora de Carrera Titular ,PTC
33266,Investigadora de Carrera Titular ,Inv
33267,Profesor de Carrera Titular ,PTC
33268,Investigadora de Carrera Titular ,Inv
33269,Investigador de Carrera Titular ,Inv
33270,Técnica Académica Titular ,Tec
33271,Profesor de Asignatura ,PA
33272,Ayudante de Profesor de Asignatura ,Ayud
33275,Técnico Académico Titular ,Tec
33277,Profesor de Asignatura ,PA
33278,Investigadora de Carrera Titular ,Inv
33279,Profesora de Asignatura ,PA
33280,Profesora de Asignatura ,PA
33281,Profesora de Asignatura ,PA
33282,Profesora de Asignatura ,PA
33283,Profesor de Carrera Titular ,PTC
33284,Profesor de Carrera Titular ,PTC
33285,Investigador de Carrera Titular ,Inv
33287,Profesora de Carrera Titular ,PTC
33288,Técnico Académico Asociado ,Tec
33291,Ayudante de Profesor de Asignatura ,Ayud
33293,Profesora de Asignatura ,PA
33295,Investigador de Carrera Titular ,Inv
33296,Profesora de Carrera Titular ,PTC
33298,Profesor de Carrera Titular ,PTC
33299,Ayudante de Profesor de Asignatura ,Ayud
33300,Investigador de Carrera Titular ,Inv
33301,Ayudante de Profesor de Asignatura ,Ayud
33302,Investigador de Carrera Titular ,Inv
33303,Ayudante de Profesor de Asignatura ,Ayud
33304,Profesora de Carrera Asociado ,PTC
33306,Investigadora de Carrera Titular ,Inv
33307,Investigador de Carrera Titular ,Inv
33308,Profesor de Asignatura ,PA
33310,Ayudante de Profesor de Asignatura ,Ayud
33311,Ayudante de Profesora de Asignatura ,Ayud
33312,Investigador de Carrera Titular ,Inv
33313,Profesor de Asignatura ,PA
33314,Profesora de Asignatura ,PA
33315,Profesor de Asignatura ,PA
33316,Investigador de Carrera Titular ,Inv
33317,Profesor de Asignatura ,PA
33318,Técnico Académico Titular ,Tec
33319,Profesora de Asignatura ,PA
33320,Investigador de Carrera Titular ,Inv
33321,Investigador de Carrera Titular ,Inv
33323,Ayudante de Profesor de Asignatura ,Ayud
33324,Profesora de Asignatura ,PA
33326,Técnica Académica Titular ,Tec
33327,Investigador de Carrera Titular ,Inv
33328,Profesora de Carrera Asociado ,PTC
33330,Profesora de Carrera Titular ,PTC
33331,Investigador de Carrera Titular ,Inv
33334,Profesora de Asignatura ,PA
33335,Investigador de Carrera Asociado ,Inv
33336,Profesora de Asignatura ,PA
33337,Profesora de Asignatura ,PA
33339,Profesor de Carrera Titular ,PTC
33342,Ex Profesor de Carrera Titular ,PTC
33343,Profesora de Carrera Asociado ,PTC
33344,Investigadora de Carrera Titular ,Inv
33345,Profesor de Asignatura ,PA
33346,Ayudante de Profesor de Asignatura ,Ayud
33347,Investigadora de Carrera Titular ,Inv
33348,Profesora de Asignatura ,PA
33349,Profesora de Asignatura ,PA
33350,Profesor de Carrera Titular ,PTC
33351,Profesor de Carrera Asociado ,PTC
33352,Profesora de Carrera Asociado ,PTC
33353,Profesor de Asignatura ,PA
33354,Investigadora de Carrera Titular ,Inv
33355,Profesora de Asignatura ,PA
33356,Investigadora de Carrera Titular ,Inv
33357,Profesor de Carrera Titular ,PTC
33358,Ayudante de Profesor de Asignatura ,Ayud
33359,Ayudante de Profesor de Asignatura ,Ayud
33360,Profesora de Asignatura ,PA
33361,Investigador de Carrera Titular ,Inv
33362,Profesora de Asignatura ,PA
33364,Profesora de Carrera Titular ,PTC
33365,Profesor de Asignatura ,PA
33368,Profesora de Asignatura ,PA
33370,Profesor de Asignatura ,PA
33371,Profesor de Asignatura ,PA
33373,Profesora de Asignatura ,PA
33374,Profesora de Asignatura ,PA
33375,Ayudante de Profesor de Asignatura ,Ayud
33377,Profesor de Carrera Asociado ,PTC
33378,Profesora de Carrera Titular ,PTC
33381,Ayudante de Profesora de Asignatura ,Ayud
33382,Ayudante de Profesor de Asignatura ,Ayud
33383,Profesor de Asignatura ,PA
33385,Ayudante de Profesor de Asignatura ,Ayud
33386,Ayudante de Profesor de Asignatura ,Ayud
33387,Investigadora de Carrera Titular ,Inv
33389,Profesor de Carrera Asociado ,PTC
33390,Profesor de Carrera Titular ,PTC
33391,Profesor de Asignatura ,PA
33392,Profesora de Asignatura ,PA
33393,Profesora de Carrera Titular ,PTC
33394,Técnica Académica Titular ,Tec
33395,Profesor de Asignatura ,PA
33396,Investigador de Carrera Titular ,Inv
33397,Técnico Académico Titular ,Tec
33398,Técnica Académica Titular ,Tec
33399,Profesora de Carrera Titular ,PTC
33400,Técnico Académico Titular ,Tec
33401,Profesora de Carrera Titular ,PTC
33404,Profesor de Asignatura ,PA
33405,Profesor de Carrera Asociado B M.T,PMT
33408,Profesor de Asignatura ,PA
33409,Profesora de Asignatura ,PA
33410,Profesora de Asignatura ,PA
33412,Profesora de Asignatura ,PA
33413,Investigador de Carrera Titular ,Inv
33414,Técnico Académico Asociado ,Tec
33415,Profesora de Carrera Titular ,PTC
33416,Ex Profesora de Carrera Asociado ,PTC
33417,Profesora de Asignatura ,PA
33418,Investigador de Carrera Titular ,Inv
33419,Profesora de Asignatura ,PA
33420,Profesor de Asignatura ,PA
33421,Profesor de Carrera Titular ,PTC
33422,Investigador de Carrera Titular ,Inv
33423,Ayudante de Profesora de Asignatura ,Ayud
33424,Ayudante de Profesor de Asignatura ,Ayud
33425,Profesor de Asignatura ,PA
33426,Investigador de Carrera Titular ,Inv
33427,Profesora de Asignatura ,PA
33428,Profesora de Carrera Asociado ,PTC
33429,Profesora de Carrera Titular ,PTC
33430,Investigadora de Carrera Asociado ,Inv
33431,Ayudante de Profesor de Asignatura ,Ayud
33432,Profesor de Asignatura ,PA
33433,Investigador de Carrera Titular ,Inv
33436,Técnico Académico Asociado ,Tec
33437,Técnica Académica Titular ,Tec
33438,Investigador de Carrera Titular ,Inv
33440,Profesora de Asignatura ,PA
33441,Profesor de Asignatura ,PA
33442,Profesor de Asignatura ,PA
33444,Profesor de Carrera Titular ,PTC
33445,Profesor de Asignatura ,PA
33446,Profesor de Asignatura ,PA
33448,Profesora de Asignatura ,PA
33450,Profesor de Asignatura ,PA
33451,Profesor de Asignatura ,PA
33452,Técnico Académico Titular ,Tec
33453,Profesora de Asignatura ,PA
33454,Profesor de Asignatura ,PA
33456,Profesor de Asignatura ,PA
33458,Investigador de Carrera Titular ,Inv
33459,Profesora de Asignatura ,PA
33460,Profesora de Asignatura ,PA
33461,Técnico Académico Asociado ,Tec
33462,Profesor de Asignatura ,PA
33463,Profesor de Asignatura ,PA
33464,Investigador de Carrera Titular ,Inv
33466,Profesor de Asignatura ,PA
33467,Profesora de Asignatura ,PA
33469,Profesora de Carrera Titular ,PTC
33470,Investigador de Carrera Titular ,Inv
33471,Profesora de Asignatura ,PA
33472,Profesor de Asignatura ,PA
33473,Profesor de Asignatura ,PA
33476,Ayudante de Profesor de Asignatura ,Ayud
33477,Investigadora de Carrera Titular ,Inv
33478,Investigador de Carrera Titular ,Inv
33479,Profesora de Asignatura ,PA
33480,Investigadora de Carrera Titular ,Inv
33481,Ayudante de Profesora de Asignatura ,Ayud
33482,Profesor de Asignatura ,PA
33485,Profesora de Asignatura ,PA
33486,Profesor de Asignatura ,PA
33487,Profesor de Asignatura ,PA
33488,Investigador de Carrera Titular ,Inv
33489,Técnico Académico Titular ,Tec
33490,Profesor de Carrera Asociado ,PTC
33491,Profesora de Asignatura ,PA
33492,Profesora de Carrera Titular ,PTC
33493,Investigador de Carrera Titular ,Inv
33494,Ayudante de Profesora de Asignatura ,Ayud
33495,Profesor de Asignatura ,PA
33497,Profesor de Asignatura ,PA
33500,Profesora de Asignatura ,PA
33501,Profesor de Asignatura ,PA
33502,Profesor de Asignatura ,PA
33503,Profesor de Asignatura ,PA
33504,Profesor de Asignatura ,PA
33505,Ayudante de Profesora de Asignatura ,Ayud
33507,Profesor de Asignatura ,PA
33508,Ayudante de Profesor de Asignatura ,Ayud
33511,Técnico Académico Asociado ,Tec
33512,Técnica Académica Asociado ,Tec
33515,Profesor de Carrera Titular ,PTC
33517,Profesor de Asignatura ,PA
33518,Profesor de Asignatura ,PA
33519,Profesor de Asignatura ,PA
33520,Investigador de Carrera Titular ,Inv
33524,Profesor de Carrera Titular ,PTC
33525,Profesor de Asignatura ,PA
33526,Profesor de Asignatura ,PA
33528,Profesora de Asignatura ,PA
33529,Investigador de Carrera Titular ,Inv
33530,Investigadora de Carrera Titular ,Inv
33531,Investigadora de Carrera Titular ,Inv
33532,Ayudante de Profesor de Asignatura ,Ayud
33533,Profesor de Asignatura ,PA
33534,Ayudante de Profesor de Asignatura ,Ayud
33535,Ayudante de Profesora de Asignatura ,Ayud
33536,Profesora de Asignatura ,PA
33537,Profesor de Asignatura ,PA
33538,Técnica Académica Titular ,Tec
33539,Profesor de Asignatura ,PA
33540,Investigador de Carrera Titular ,Inv
33541,Profesor de Carrera Titular ,PTC
33542,Profesor de Asignatura ,PA
33545,Profesor de Asignatura ,PA
33546,Profesora de Carrera Titular ,PTC
33547,Profesora de Asignatura ,PA
33548,Profesora de Asignatura ,PA
33549,Profesor de Carrera Titular ,PTC
33550,Profesora de Asignatura ,PA
33551,Técnica Académica Titular ,Tec
33552,Investigador de Carrera Titular ,Inv
33553,Técnico Académico Titular ,Tec
33554,Profesor de Asignatura ,PA
33555,Investigador de Carrera Titular ,Inv
33556,Investigador de Carrera Titular ,Inv
33557,Profesor de Asignatura ,PA
33558,Profesor de Carrera Titular ,PTC
33560,Profesor de Carrera Titular ,PTC
33561,Ayudante de Profesor de Asignatura ,Ayud
33562,Profesor Emérit,
33563,Ayudante de Profesora de Asignatura ,Ayud
33564,Investigador de Carrera Titular ,Inv
33565,Investigador de Carrera Titular ,Inv
33566,Profesor de Carrera Titular ,PTC
33567,Ayudante de Profesora de Asignatura ,Ayud
33568,Profesora de Carrera Titular ,PTC
33571,Profesor de Asignatura ,PA
33572,Técnico Académico Asociado ,Tec
33573,Profesora de Carrera Titular ,PTC
33574,Profesor de Asignatura ,PA
33576,Técnico Académico Titular ,Tec
33577,Profesora de Asignatura ,PA
33578,Profesor de Carrera Titular ,PTC
33579,Profesora de Asignatura ,PA
33580,Técnica Académica Titular ,Tec
33582,Profesor de Asignatura ,PA
33583,Técnico Académico Titular ,Tec
33584,Profesor Emérit,
33585,Profesor de Asignatura ,PA
33586,Investigador de Carrera Titular ,Inv
33587,Profesora de Asignatura ,PA
33588,Técnica Académica Titular ,Tec
33590,Investigadora de Carrera Titular ,Inv
33592,Profesor de Carrera Titular ,PTC
33593,Profesor de Asignatura ,PA
33594,Profesora de Carrera Titular ,PTC
33595,Investigador de Carrera Titular ,Inv
33596,Investigador de Carrera Titular ,Inv
33598,Profesora de Carrera Asociado ,PTC
33602,Profesor de Carrera Titular ,PTC
33603,Investigador de Carrera Titular ,Inv
33606,Profesor de Asignatura ,PA
33610,Profesora de Asignatura ,PA
33611,Ayudante de Profesor de Asignatura ,Ayud
33613,Profesor de Asignatura ,PA
33614,Investigadora de Carrera Titular ,Inv
33615,Profesora de Asignatura ,PA
33616,Profesor de Asignatura ,PA
33617,Ayudante de Profesor de Asignatura ,Ayud
33618,Investigador de Carrera Titular ,Inv
33619,Ayudante de Profesor de Asignatura ,Ayud
33620,Ex Profesor de Carrera Titular ,PTC
33621,Investigador de Carrera Titular ,Inv
33622,Técnica Académica Titular ,Tec
33624,Investigadora de Carrera Titular ,Inv
33625,Profesor de Asignatura ,PA
33626,Profesor de Asignatura ,PA
33628,Profesora de Asignatura ,PA
33629,Profesora de Carrera Asociado ,PTC
33630,Profesor de Asignatura ,PA
33631,Ayudante de Profesor de Asignatura ,Ayud
33632,Profesora de Carrera Titular ,PTC
33634,Profesor de Carrera Titular ,PTC
33635,Profesor de Asignatura ,PA
33636,Ayudante de Profesor de Asignatura ,Ayud
33637,Profesora de Carrera Titular ,PTC
33640,Profesor de Asignatura ,PA
33641,Ex Profesor de Carrera Titular ,PTC
33642,Profesor de Carrera Asociado ,PTC
33644,Profesor de Asignatura ,PA
33647,Investigadora de Carrera Titular ,Inv
33648,Profesora de Asignatura ,PA
33649,Ayudante de Profesor de Asignatura ,Ayud
33650,Profesor de Carrera Titular ,PTC
33651,Profesor de Asignatura ,PA
33652,Profesor de Asignatura ,PA
33653,Profesor de Asignatura ,PA
33654,Profesora de Asignatura ,PA
33655,Investigador de Carrera Titular ,Inv
33656,Técnica Académica Titular ,Tec
33657,Profesora Emérit,
33659,Ayudante de Profesor de Asignatura ,Ayud
33661,Profesor de Asignatura ,PA
33662,Profesor de Carrera Titular ,PTC
33663,Profesora de Carrera Titular ,PTC
33665,Investigadora de Carrera Titular ,Inv
33667,Investigador de Carrera Titular ,Inv
33668,Profesora de Carrera Titular ,PTC
33669,Profesor de Asignatura ,PA
33670,Ayudante de Profesor de Asignatura ,Ayud
33671,Profesor de Asignatura ,PA
33672,Profesor de Asignatura ,PA
33674,Profesor de Carrera Titular ,PTC
33675,Profesora de Asignatura ,PA
33676,Investigadora de Carrera Titular ,Inv
33678,Técnica Académica Titular ,Tec
33679,Investigador de Carrera Titular ,Inv
33681,Ayudante de Profesora de Asignatura ,Ayud
33684,Profesora de Asignatura ,PA
33685,Ayudante de Profesora de Asignatura ,Ayud
33686,Técnico Académico Titular ,Tec
33687,Profesora de Asignatura ,PA
33689,Profesor de Asignatura ,PA
33692,Profesor de Asignatura ,PA
33694,Profesor de Asignatura ,PA
33695,Ayudante de Profesor de Asignatura ,Ayud
33696,Profesora de Asignatura ,PA
33697,Profesor de Asignatura ,PA
33698,Ayudante de Profesor de Asignatura ,Ayud
33699,Técnico Académico Titular ,Tec
33700,Investigadora de Carrera Titular ,Inv
33701,Técnica Académica Titular T,
33702,Profesor de Asignatura ,PA
33703,Ex Profesora de Carrera Asociado ,PTC
33704,Profesor de Carrera Asociado ,PTC
33705,Profesora de Asignatura ,PA
33706,Ayudante de Profesor de Asignatura ,Ayud
33707,Ayudante de Profesora de Asignatura ,Ayud
33708,Ex Profesora de Carrera Asociado ,PTC
33709,Investigadora de Carrera Titular ,Inv
33710,Profesor de Carrera Titular ,PTC
33711,Profesor de Carrera Titular ,PTC
33712,Profesora de Carrera Titular ,PTC
33713,Profesora de Carrera Titular ,PTC
33714,Ayudante de Profesor de Asignatura ,Ayud
33715,Investigadora de Carrera Titular ,Inv
33716,Profesora de Asignatura ,PA
33718,Profesora de Carrera Titular ,PTC
33720,Profesora de Asignatura ,PA
33721,Ayudante de Profesor de Asignatura ,Ayud
33723,Profesor de Carrera Asociado ,PTC
33724,Profesor de Asignatura ,PA
33725,Técnico Académico Asociado ,Tec
33726,Profesora de Carrera Titular ,PTC
33727,Investigador de Carrera Titular ,Inv
33732,Investigador de Carrera Titular ,Inv
33734,Investigador de Carrera Titular ,Inv
33736,Profesora de Carrera Titular ,PTC
33737,Profesor de Asignatura ,PA
33738,Profesor de Carrera Titular ,PTC
33739,Profesor de Asignatura ,PA
33740,Profesora de Asignatura ,PA
33741,Profesora de Asignatura ,PA
33742,Ayudante de Profesora de Asignatura ,Ayud
33743,Técnica Académica Titular ,Tec
33744,Técnico Académico Titular ,Tec
33747,Investigadora de Carrera Titular ,Inv
33748,Profesor de Asignatura ,PA
33750,Profesor de Asignatura ,PA
33751,Ayudante de Profesora de Asignatura ,Ayud
33752,Técnico Académico Titular ,Tec
33753,Profesor de Asignatura ,PA
33755,Ayudante de Profesor de Asignatura ,Ayud
33756,Investigador Emérit,Inv
33757,Investigador de Carrera Titular ,Inv
33758,Investigadora de Carrera Titular ,Inv
33759,Ayudante de Profesora de Asignatura ,Ayud
33760,Profesor de Carrera Titular ,PTC
33761,Técnico Académico Titular ,Tec
33763,Técnico Académico Asociado ,Tec
33764,Profesor de Carrera Titular ,PTC
33765,Profesora de Carrera Titular ,PTC
33766,Profesora de Asignatura ,PA
33767,Profesora de Asignatura ,PA
33768,Profesor de Asignatura ,PA
33769,Investigador de Carrera Titular ,Inv
33771,Profesor de Asignatura ,PA
33772,Profesor de Carrera Titular ,PTC
33774,Profesor de Asignatura ,PA
33775,Profesor de Carrera Titular ,PTC
33776,Profesora de Asignatura ,PA
33777,Profesor de Asignatura ,PA
33778,Profesora de Asignatura ,PA
33779,Ayudante de Profesor de Asignatura ,Ayud
33780,Profesor de Asignatura ,PA
33782,Profesor de Asignatura ,PA
33783,Profesor de Asignatura ,PA
33784,Investigador de Carrera Titular ,Inv
33785,Profesor de Carrera Titular ,PTC
33787,Investigador de Carrera Titular ,Inv
33788,Profesora de Asignatura ,PA
33789,Profesora de Asignatura ,PA
33790,Profesora de Asignatura ,PA
33793,Técnico Académico Titular ,Tec
33794,Profesor de Asignatura ,PA
33795,Profesor de Asignatura ,PA
33796,Investigador de Carrera Titular ,Inv
33797,Ex Técnico Académico Asociado ,Tec
33798,Investigador de Carrera Titular ,Inv
33799,Profesor de Carrera Titular ,PTC
33800,Ayudante de Profesor de Asignatura ,Ayud
33801,Investigador de Carrera Titular ,Inv
33803,Profesor de Asignatura ,PA
33804,Ayudante de Profesora de Asignatura ,Ayud
33805,Investigador de Carrera Titular ,Inv
33807,Profesor de Asignatura ,PA
33808,Ayudante de Profesor de Asignatura ,Ayud
33809,Técnico Académico Asociado ,Tec
33810,Ayudante de Profesora de Asignatura ,Ayud
33811,Profesora de Asignatura ,PA
33812,Ex Profesor de Carrera Titular ,PTC
33813,Profesor de Asignatura ,PA
33814,Investigador de Carrera Titular ,Inv
33815,Profesor de Carrera Titular ,PTC
33816,Profesor de Asignatura ,PA
33817,Técnica Académica Titular ,Tec
33818,Técnico Académico Asociado ,Tec
33819,Técnica Académica Titular ,Tec
33821,Profesor de Asignatura ,PA
33822,Profesora de Carrera Titular ,PTC
33824,Profesora de Asignatura ,PA
33826,Profesor de Asignatura ,PA
33827,Ayudante de Profesor de Asignatura ,Ayud
33830,Ayudante de Profesora de Asignatura ,Ayud
33831,Investigadora de Carrera Titular ,Inv
33832,Ayudante de Profesora de Asignatura ,Ayud
33833,Técnico Académico Asociado ,Tec
33835,Profesor de Carrera Titular ,PTC
33836,Profesor de Carrera Asociado ,PTC
33837,Investigadora de Carrera Titular ,Inv
33839,Profesor de Carrera Asociado ,PTC
33840,Investigador de Carrera Titular ,Inv
33841,Profesor de Asignatura ,PA
33842,Profesora de Asignatura ,PA
33843,Profesor de Asignatura ,PA
33845,Técnica Académica Asociado ,Tec
33846,Profesor de Carrera Titular ,PTC
33847,Ex Profesor de Carrera Titular ,PTC
33848,Técnico Académico Titular ,Tec
33849,Profesor de Carrera Titular ,PTC
33851,Investigadora de Carrera Titular ,Inv
33852,Investigador de Carrera Titular ,Inv
33854,Profesor de Carrera Titular ,PTC
33855,Investigador de Carrera Titular ,Inv
33856,Profesor de Asignatura ,PA
33857,Profesor de Carrera Asociado ,PTC
33861,Ayudante de Profesor de Asignatura ,Ayud
33862,Profesora de Asignatura ,PA
33863,Investigador de Carrera Titular ,Inv
33865,Investigador de Carrera Titular ,Inv
33866,Técnica Académica Titular ,Tec
33867,Profesor de Asignatura ,PA
33868,Profesora de Carrera Titular ,PTC
33869,Técnico Académico Titular ,Tec
33870,Investigadora de Carrera Titular ,Inv
33871,Profesor de Asignatura ,PA
33872,Investigador de Carrera Titular ,Inv
33874,Profesor de Asignatura ,PA
33875,Profesor de Carrera Asociado ,PTC
33876,Técnica Académica Titular ,Tec
33878,Investigadora de Carrera Titular ,Inv
33879,Profesora de Carrera Titular ,PTC
33880,Profesora de Asignatura ,PA
33881,Técnico Académico Asociado ,Tec
33882,Profesor de Carrera Titular ,PTC
33883,Profesora de Asignatura ,PA
33884,Profesora de Asignatura ,PA
33885,Profesor de Asignatura ,PA
33886,Investigador de Carrera Titular ,Inv
33887,Profesor de Asignatura ,PA
33888,Investigador de Carrera Titular ,Inv
33889,Profesora de Asignatura ,PA
33890,Técnico Académico Asociado ,Tec
33891,Profesora de Asignatura ,PA
33893,Profesor de Asignatura ,PA
33895,Técnico Académico Titular ,Tec
33898,Investigadora de Carrera Titular ,Inv
33900,Profesora de Carrera Titular ,PTC
33904,Profesora de Carrera Titular ,PTC
33905,Profesora de Asignatura ,PA
33907,Profesor de Asignatura ,PA
33908,Ayudante de Profesora de Asignatura ,Ayud
33909,Ayudante de Profesora de Asignatura ,Ayud
33911,Técnica Académica Auxiliar ,Tec
33913,Profesora de Asignatura ,PA
33914,Profesor de Carrera Titular ,PTC
33915,Ayudante de Profesor de Asignatura ,Ayud
33916,Profesor de Carrera Titular ,PTC
33918,Profesor de Asignatura ,PA
33919,Investigadora de Carrera Titular ,Inv
33922,Ayudante de Profesor de Asignatura ,Ayud
33923,Profesora Emérit,
33924,Investigadora de Carrera Titular ,Inv
