ID,CourseName
1702,Seminario de Titulación I
1705,Productos Financieros Derivados I
1706,Econometría I
1707,Análisis Numérico
1708,Seguridad Social
1709,Demografía I
1710,Economía II
1712,Estadística III
1714,Reaseguro
1716,Astrobiología
1718,Dinámica de Fluidos Geofísicos
1719,Ecología Urbana
1720,Evolución
1721,Hidrología
1722,Métodos Geofísicos de Exploración
1723,Petrología de Rocas Cristalinas
1724,Taller de Modelación Numérica
1725,Taller de Investigación en Ciencias Acuáticas I
1726,Taller de Investigación en Ciencias Ambientales I
1727,Taller de Investigación en Ciencias Atmosféricas I
1728,Taller de Investigación en Ciencias Espaciales I
1729,Taller de Investigación en Ciencias de la Tierra Sólida I
1730,Técnicas de Análisis Ambiental
1731,Instrumentación Biomédica
1732,Introducción a la Oncología
1733,Práctica Profesional Supervisada
1734,Dosimetría
1735,Física Biológica
1736,Sistemas Dinámicos de la Fisiología
1737,Sistemas Híbridos en Biomedicina
1738,Análisis del México Contemporáneo
1739,Modelos de Supervivencia y de Series de Tiempo
1740,Inglés VI
1741,Inglés V
1800,Taller Nivel 4
1801,Administración Actuarial
1802,Seminario de Titulación II
1805,Carteras de Inversión
1806,Demografía II
1807,Teoría del Riesgo
1808,Pensiones Privadas
1809,Administración
1810,Finanzas Corporativas
1813,Planeación Estratégica
1814,Diseño de Experimentos
1815,Análisis Multivariado
1816,Seminario de Matemáticas Actuariales Aplicadas
1817,Administración de Riesgos
1818,Cartografía
1819,Políticas y Normatividad en el Manejo de los Sistemas Terráqueos
1820,Taller de Investigación en Ciencias Acuáticas II
1821,Taller de Investigación en Ciencias Ambientales II
1822,Taller de Investigación en Ciencias Atmosféricas II
1823,Taller de Investigación en Ciencias Espaciales II
1824,Taller de Investigación en Ciencias de la Tierra Sólida II
1827,Computación Concurrente
1828,Criptografía y Seguridad
1829,Inglés VI
1830,Imagenología Biomédica
1831,Seguridad Radiológica
1832,Administración Actuarial del Riesgo
1841,Inglés VI
2000,Estructura
2001,Materia Interestelar
2002,Astrofísica Extragaláctica y Cosmología
2003,Astrofísica Estelar
2004,Temas Selectos de Astrofísica I
2005,Temas Selectos de Astrofísica II
2006,Temas Selectos de Astrofísica III
2007,Introducción a las Ciencias de la Tierra
2011,Dinámica de Fluidos Geofísicos
2012,Física del Interior de la Tierra
2013,Sismología y Vulcanología
2014,Introducción a la Física Espacial
2015,Introducción a la Oceanografía Física
2017,Meteorología
2018,Dinámica del Clima
2020,Temas Selectos de Ciencias de la Tierra I
2021,Temas Selectos de Ciencias de la Tierra II
2022,Temas Selectos de Ciencias de la Tierra III
2024,Cosmología Física
2025,Astrofísica Relativista
2026,Temas Selectos de Relatividad
2028,Temas Selectos de Relatividad
2029,Introducción a la Acústica Contemporánea
2030,Acústica en Fluidos
2032,Temas Selectos de Acústica I
2033,Temas Selectos de Acústica II
2034,Temas Selectos de Acústica III
2035,Simetrías en Mecánica Cuántica
2036,Topología y Geometría Diferencial para Físicos
2037,Temas Selectos de Física Matemática y Teórica I
2038,Temas Selectos de Física Matemática y Teórica II
2039,Temas Selectos de Física Matemática y Teórica III
2040,Filosofía de la Física I
2041,Filosofía de la Física II
2042,Historia de la Física I
2043,Historia de la Física II
2044,Temas Selectos de Filosofía de la Física
2045,Temas Selectos de la Historia de la Física
2046,Fenómenos Cooperativos I
2047,Fenómenos Cooperativos II
2048,Temas Selectos de Termodinámica y Física Estadística I
2049,Temas Selectos de Termodinámica y Física Estadística II
2050,Temas Selectos de Termodinámica y Física Estadística III
2051,Introducción a la Física de Radiaciones
2052,Dosimetría de la Radiación
2053,Seguridad Radiológica
2054,Técnicas de Radioisótopos
2055,Temas Selectos de Física de Radiacciones I
2056,Temas Selectos de Física de Radiaciones II
2057,Temas Selectos de Física de Radiaciones III
2058,Introducción a la Física Nuclear
2060,Temas Selectos de Física de Nuclear I
2061,Temas Selectos de Física Nuclear II
2063,Introducción a la Física de Partículas Elementales I
2064,Introducción a la Física de Partículas Elementales II
2065,Temas Selectos de Física de Partículas Elementales I
2066,Temas Selectos de Física de Partículas Elementales II
2067,Temas Selectos de Física de Partículas Elementales III
2068,Elementos de Mecánica de Fluidos
2069,Mecánica de Fluidos Avanzada
2070,Temas Selectos de Mecánica de Fluidos I
2071,Temas Selectos de Mecánica de Fluidos II
2073,Métodos Numéricos y Algoritmos Computacionales
2074,Temas Selectos de Física Computacional I
2075,Temas Selectos de Física Computacional II
2076,Temas Selectos de Física Computacional III
2077,Introducción a la Óptica Cuántica
2078,Láseres
2080,Óptica de Fourier
2081,Temas Selectos de Óptica I
2082,Temas Selectos de Óptica II
2083,Temas Selectos de Óptica III
2084,Introducción a la Física de los Materiales
2086,Física de la Materia Condensada Blanda
2087,Estructura Electrónica de los Materiales
2088,Temas Selectos de Física de Materiales I
2089,Temas Selectos de Física de Materiales II
2090,Temas Selectos de Física de Materiales III
2091,Epigenética
